Date,Price,Open,High,Low,LQ45_Vol,Change %
28/05/2019,944.86,959.91,962.7,944.86,2.60B,-1.49%
27/05/2019,959.16,949.21,961.77,948.54,1.06B,1.03%
24/05/2019,949.35,945.92,954.91,944.91,932.46M,0.57%
23/05/2019,943.96,923.16,945.77,922.67,1.19B,2.41%
22/05/2019,921.74,924.25,928.13,917.6,669.74M,-0.37%
21/05/2019,925.14,921.99,933.99,920.64,1.55B,0.87%
20/05/2019,917.2,899.4,923.38,888.02,1.43B,1.89%
17/05/2019,900.17,923.69,925.08,900.17,1.31B,-1.67%
16/05/2019,915.44,929.87,938.08,913.37,1.16B,-1.81%
15/05/2019,932.29,955.68,957.51,932.29,1.26B,-1.94%
14/05/2019,950.75,947.55,957.58,940.91,1.43B,-1.05%
13/05/2019,960.87,976.85,978.81,960.87,942.98M,-1.25%
10/05/2019,972.99,972.77,977.74,961.97,1.24B,0.13%
09/05/2019,971.75,981.23,983.88,970.59,1.33B,-1.74%
08/05/2019,988.91,985.03,988.91,980.13,994.76M,-0.53%
07/05/2019,994.16,989.64,996.96,988.73,1.07B,0.86%
06/05/2019,985.71,981.05,985.71,973.47,1.13B,-1.17%
03/05/2019,997.34,1004.92,1005.5,987.95,1.34B,-0.95%
02/05/2019,1006.95,1019.91,1021.48,1004.56,1.49B,-1.21%
30/04/2019,1019.33,1016.45,1020.23,1015.02,1.29B,0.58%
29/04/2019,1013.47,1007.33,1015.27,1003.94,933.31M,0.28%
26/04/2019,1010.67,999.33,1010.67,994.88,945.08M,0.57%
25/04/2019,1004.99,1014.09,1016.04,1001.09,1.24B,-1.48%
24/04/2019,1020.12,1021.99,1024.41,1016.44,1.16B,-0.23%
23/04/2019,1022.5,1013.89,1026.09,1011.59,1.25B,0.98%
22/04/2019,1012.55,1031,1032.17,1010.46,1.12B,-1.71%
18/04/2019,1030.12,1045.21,1059.65,1026.68,2.17B,0.60%
16/04/2019,1023.94,1014.48,1024.97,1013.57,1.40B,1.05%
15/04/2019,1013.27,1013.72,1015.76,1008.67,1.04B,0.48%
12/04/2019,1008.47,1004.1,1010.9,1004.1,1.05B,0.05%
11/04/2019,1007.97,1021.68,1022.56,1007.97,932.31M,-1.58%
10/04/2019,1024.13,1022.49,1024.81,1019.05,1.12B,-0.02%
09/04/2019,1024.36,1017.38,1025.54,1014.88,1.07B,0.89%
08/04/2019,1015.29,1022.74,1023.21,1004.99,1.13B,-0.59%
05/04/2019,1021.27,1027.6,1027.94,1021.27,919.54M,-0.46%
04/04/2019,1025.96,1023.19,1026.7,1021.27,1.26B,0.61%
02/04/2019,1019.71,1022,1024.05,1014.72,923.29M,0.35%
01/04/2019,1016.18,1023.13,1024.07,1016.18,1.14B,-0.28%
29/03/2019,1019.03,1018.93,1020.3,1012.61,1.29B,0.00%
28/03/2019,1019.01,1014.25,1019.01,1011.9,1.19B,0.85%
27/03/2019,1010.41,1020.2,1020.64,1010.41,940.15M,-0.70%
26/03/2019,1017.58,1011.23,1017.58,1010.38,859.23M,1.35%
25/03/2019,1004.03,1013.32,1016.63,1001.2,1.15B,-2.13%
22/03/2019,1025.93,1026.78,1027.63,1022.19,837.57M,0.13%
21/03/2019,1024.62,1024.43,1026.61,1020.38,1.18B,0.41%
20/03/2019,1020.39,1020.94,1022.04,1016.13,1.01B,0.10%
19/03/2019,1019.34,1026.35,1027.64,1017.39,947.33M,-0.55%
18/03/2019,1024.97,1019.81,1024.97,1017.77,948.10M,1.00%
15/03/2019,1014.81,1005.91,1020.63,1005.77,1.62B,1.06%
14/03/2019,1004.18,995.38,1004.26,994.9,1.14B,0.81%
13/03/2019,996.07,991.27,997.29,989.34,1.04B,0.21%
12/03/2019,994.02,1002.56,1003.79,991.88,972.10M,-0.14%
11/03/2019,995.42,1003.72,1003.85,994.44,950.53M,0.04%
08/03/2019,994.98,1004.86,1006.78,994.98,1.71B,-1.42%
06/03/2019,1009.31,1012.55,1013.62,1004.13,1.03B,0.15%
05/03/2019,1007.79,1017.18,1017.2,1002.48,1.10B,-0.99%
04/03/2019,1017.84,1020.17,1026.46,1017.84,935.14M,-0.03%
01/03/2019,1018.17,1012.25,1019.99,1011.47,1.00B,1.20%
28/02/2019,1006.1,1022.03,1022.09,1004.58,2.15B,-1.53%
27/02/2019,1021.78,1022.76,1024.97,1017.05,1.90B,-0.31%
26/02/2019,1024.92,1020.6,1024.92,1014.51,3.34B,0.48%
25/02/2019,1020.04,1020.56,1023.35,1016.33,2.12B,0.45%
22/02/2019,1015.47,1019.64,1022.17,1011.44,1.23B,-0.88%
21/02/2019,1024.44,1018.81,1025.39,1015.23,1.52B,0.50%
20/02/2019,1019.33,1020.67,1026.02,1011.98,1.96B,0.53%
19/02/2019,1013.95,1018.56,1024.3,1013.95,1.28B,-0.38%
18/02/2019,1017.81,1004.61,1019.67,1004.33,1.47B,2.30%
15/02/2019,994.97,1002.24,1003,991,1.74B,-0.58%
14/02/2019,1000.77,1006.69,1009.21,999.3,2.39B,-0.34%
13/02/2019,1004.18,1013.4,1014.86,1002.2,1.72B,-0.46%
12/02/2019,1008.82,1022.74,1023.89,1002.85,2.51B,-1.17%
11/02/2019,1020.76,1028.39,1029.67,1020.76,1.16B,-0.69%
08/02/2019,1027.89,1027.36,1029.98,1024.33,1.19B,-0.50%
07/02/2019,1033.04,1037.62,1038.16,1028.66,1.65B,-0.25%
06/02/2019,1035.63,1029.48,1038.08,1029.48,2.14B,1.13%
04/02/2019,1024.05,1042.21,1044.52,1023.17,1.50B,-1.69%
01/02/2019,1041.68,1043.63,1048.92,1035.54,1.45B,0.26%
31/01/2019,1038.97,1030.35,1039.54,1030.31,2.34B,1.51%
30/01/2019,1023.54,1017.75,1024.77,1015.38,1.69B,0.79%
29/01/2019,1015.52,1018.08,1025.07,1014.16,1.51B,-0.36%
28/01/2019,1019.14,1027.31,1029.25,1013.47,1.75B,-0.65%
25/01/2019,1025.79,1025.01,1029.03,1022.58,1.62B,0.26%
24/01/2019,1023.13,1022.48,1025.75,1019.13,1.98B,0.07%
23/01/2019,1022.46,1027.15,1030.96,1022.45,1.51B,-0.83%
22/01/2019,1031.06,1029.5,1031.06,1019.93,1.25B,0.19%
21/01/2019,1029.06,1030.79,1033.5,1027.23,1.35B,-0.16%
18/01/2019,1030.69,1030.02,1030.94,1020.65,1.28B,0.56%
17/01/2019,1024.91,1023.61,1030.55,1021.42,2.00B,0.32%
16/01/2019,1021.6,1021.38,1023.86,1015.77,2.64B,0.23%
15/01/2019,1019.3,1010.34,1019.3,1006.26,2.57B,1.16%
14/01/2019,1007.59,1010.78,1011.81,1000.9,1.72B,-0.57%
11/01/2019,1013.32,1014.45,1015.11,1008.49,1.43B,0.37%
10/01/2019,1009.63,1002.2,1009.63,995.17,3.57B,1.29%
09/01/2019,996.77,1005.74,1006.87,995.54,2.75B,-0.07%
08/01/2019,997.42,1004.04,1008.43,994.01,1.77B,-0.53%
07/01/2019,1002.78,1012.4,1017.83,1002.78,2.61B,0.11%
04/01/2019,1001.64,988.4,1001.64,985.94,1.98B,1.09%
03/01/2019,990.88,983.09,990.88,981.16,1.29B,0.66%
02/01/2019,984.35,983.58,986.57,980.21,1.14B,0.16%
28/12/2018,982.73,990.41,993.46,982.73,1.08B,-0.53%
27/12/2018,988,991.46,994.22,984.18,985.32M,0.81%
26/12/2018,980.05,979.95,985.21,974.1,1.04B,-0.92%
21/12/2018,989.18,977.56,990.31,976.69,1.56B,0.42%
20/12/2018,985.06,982.85,986.03,977.66,1.25B,-0.56%
19/12/2018,990.63,969.34,990.63,969.3,1.87B,2.05%
18/12/2018,970.74,962.9,970.86,954.91,1.20B,-0.04%
17/12/2018,971.16,985.1,987.99,971.16,1.38B,-1.57%
14/12/2018,986.65,987.43,989.6,984.13,1.61B,-0.06%
13/12/2018,987.22,981.57,989.58,980.18,2.34B,1.23%
12/12/2018,975.26,974.58,976.44,970.08,2.61B,0.61%
11/12/2018,969.3,970.99,973.31,966.57,1.91B,-0.58%
10/12/2018,974.99,971.79,975.87,968.51,1.11B,-0.27%
07/12/2018,977.59,975.34,982.61,972.82,1.58B,0.06%
06/12/2018,976.97,969.94,977.41,968.58,1.45B,-0.25%
05/12/2018,979.45,972.18,980.56,968.23,1.59B,-0.66%
04/12/2018,985.96,978.86,985.96,977.74,1.96B,0.73%
03/12/2018,978.79,981.91,987.96,976.87,2.49B,1.28%
30/11/2018,966.46,977.03,979.04,966.46,3.58B,-1.15%
29/11/2018,977.66,964.02,977.66,963.75,2.30B,2.46%
28/11/2018,954.16,964.19,964.5,954.16,2.57B,-0.68%
27/11/2018,960.7,957.86,964.23,955.63,1.65B,-0.23%
26/11/2018,962.95,957.72,963.53,956.83,1.84B,0.33%
23/11/2018,959.83,958.43,961.82,951.76,1.14B,0.33%
22/11/2018,956.63,942.49,957.53,942.49,1.78B,1.20%
21/11/2018,945.33,940.59,951.72,934.38,1.57B,-1.15%
19/11/2018,956.33,963.14,963.66,949.29,1.04B,-0.30%
16/11/2018,959.16,951.07,969.1,948.47,1.62B,1.37%
15/11/2018,946.23,932.5,947.94,931.07,1.37B,2.21%
14/11/2018,925.79,925.76,934.96,923.33,2.63B,0.61%
13/11/2018,920.14,902.03,924.04,900.64,1.38B,1.38%
12/11/2018,907.63,928.91,931.9,907.63,1.22B,-2.51%
09/11/2018,931.01,944.74,945.02,928.4,1.82B,-2.55%
08/11/2018,955.36,956,960.05,949,1.77B,0.78%
07/11/2018,947.92,949.54,950.14,936.69,1.66B,0.31%
06/11/2018,944.98,950.12,952.91,940.4,1.28B,0.03%
05/11/2018,944.71,938.84,944.71,936.51,943.09M,0.33%
02/11/2018,941.59,934.9,941.59,922.96,1.96B,1.72%
01/11/2018,925.66,928.59,933.92,920.9,1.57B,0.32%
31/10/2018,922.72,920.79,922.72,909.11,1.65B,0.99%
30/10/2018,913.71,904.23,914.04,900.86,1.49B,1.06%
29/10/2018,904.13,910.87,915.24,902.06,929.77M,-0.63%
26/10/2018,909.87,903.68,911.01,899.07,1.02B,0.87%
25/10/2018,902.06,871.34,902.06,871.05,1.19B,1.23%
24/10/2018,891.13,910.35,913.79,891.13,2.62B,-2.17%
23/10/2018,910.88,917.92,919.06,909.67,1.83B,-0.81%
22/10/2018,918.36,917.46,922.95,915.37,2.39B,0.21%
19/10/2018,916.43,911.46,921.18,909.53,1.99B,-0.41%
18/10/2018,920.2,924.05,925.66,913.69,1.21B,-0.91%
17/10/2018,928.66,925.49,928.66,918.94,1.15B,1.23%
16/10/2018,917.41,902.96,917.41,898.55,989.16M,1.90%
15/10/2018,900.3,910.3,915.93,899.8,1.02B,-0.28%
12/10/2018,902.79,898.55,911.53,898.55,1.15B,1.02%
11/10/2018,893.65,893.38,900.52,881.96,3.11B,-2.33%
10/10/2018,914.97,916.42,918.34,910.45,1.56B,0.35%
09/10/2018,911.82,906.83,911.82,902.04,1.00B,0.85%
08/10/2018,904.13,897.15,912.59,896.69,2.04B,0.69%
05/10/2018,897.95,899.86,904.88,894.26,2.83B,-0.71%
04/10/2018,904.34,920.3,920.3,902.09,4.09B,-2.27%
03/10/2018,925.3,928.69,936.14,923.21,1.96B,-0.40%
02/10/2018,928.97,942.67,944.71,926.4,3.22B,-1.38%
01/10/2018,942.01,939.77,950.06,939.77,1.12B,-0.44%
28/09/2018,946.15,938.56,947.41,938.56,1.50B,0.85%
27/09/2018,938.22,925.04,938.61,924.82,1.24B,1.37%
26/09/2018,925.5,925.93,934.96,924.87,1.79B,-0.12%
25/09/2018,926.61,926.24,930.66,921.42,1.46B,-0.15%
24/09/2018,928,943.63,943.63,926.74,1.01B,-1.63%
21/09/2018,943.42,944.9,946.99,937.88,1.41B,0.51%
20/09/2018,938.63,929.8,940.19,928.53,1.38B,1.63%
19/09/2018,923.62,918.24,926.11,918.23,897.30M,1.24%
18/09/2018,912.28,912.6,918.78,904.64,1.07B,-0.18%
17/09/2018,913.97,931.19,931.61,911.85,783.04M,-2.44%
14/09/2018,936.87,925.62,936.87,923.72,928.15M,1.56%
13/09/2018,922.46,919.88,923.95,918.48,1.15B,1.28%
12/09/2018,910.78,923.82,929.13,910.78,1.42B,-1.19%
10/09/2018,921.79,922.7,923.21,909.3,773.54M,-0.53%
07/09/2018,926.7,910.85,926.7,907.18,1.13B,1.87%
06/09/2018,909.68,885.19,914.56,885.13,1.59B,2.15%
05/09/2018,890.54,922.58,922.58,880.17,2.01B,-4.41%
04/09/2018,931.65,943.28,943.96,927.97,1.12B,-1.05%
03/09/2018,941.49,953.61,953.61,938.72,773.17M,-1.09%
31/08/2018,951.88,944.21,951.88,935.74,1.39B,-0.08%
30/08/2018,952.65,965.22,966.81,951.43,1.19B,-1.04%
29/08/2018,962.71,952.77,963.11,948.81,1.25B,0.60%
28/08/2018,957,957.57,961.59,953.15,1.18B,0.38%
27/08/2018,953.37,946.29,953.37,945.76,1.20B,1.41%
24/08/2018,940.09,943.14,948.42,937.36,906.60M,-0.52%
23/08/2018,945.02,938.8,945.59,934.84,1.59B,1.14%
21/08/2018,934.39,927.9,937.79,926.91,1.19B,0.89%
20/08/2018,926.14,917.12,933,914.37,1.31B,2.36%
16/08/2018,904.78,905.3,910.71,895.92,1.23B,-0.83%
15/08/2018,912.38,906.19,913.21,887.04,1.42B,1.03%
14/08/2018,903.09,920.62,928.94,897.83,1.76B,-2.18%
13/08/2018,923.23,951.25,952.51,923.23,1.53B,-4.14%
10/08/2018,963.08,965,969.07,959.24,1.52B,0.31%
09/08/2018,960.15,962.47,966.18,956.85,1.40B,-0.50%
08/08/2018,964.97,972.44,973.2,963.55,1.40B,-0.27%
07/08/2018,967.58,970.93,973.07,964.32,1.54B,-0.37%
06/08/2018,971.21,954.66,972.32,954.61,1.83B,2.21%
03/08/2018,950.18,950.14,951.06,945.66,1.17B,0.08%
02/08/2018,949.38,955.87,958.33,949.38,1.43B,-0.52%
01/08/2018,954.34,937.98,954.34,935.13,1.59B,2.19%
31/07/2018,933.89,949.74,949.75,926.4,3.63B,-2.06%
30/07/2018,953.54,949.32,953.54,946.36,3.29B,0.69%
27/07/2018,947.05,939.2,947.99,936.76,2.77B,0.87%
26/07/2018,938.89,940.47,942.61,935.44,2.88B,0.26%
25/07/2018,936.47,941.5,942.57,936.39,2.83B,-0.29%
24/07/2018,939.15,941.69,943.44,937.08,2.74B,0.23%
23/07/2018,936.97,928.65,938.64,928.2,1.73B,1.28%
20/07/2018,925.17,920.14,925.8,918.19,2.29B,0.46%
19/07/2018,920.97,929.57,932.42,920.19,2.01B,-0.62%
18/07/2018,926.71,921.83,928.79,920.53,2.27B,0.73%
17/07/2018,919.96,925,925.78,916.08,2.02B,-1.18%
16/07/2018,930.92,937.17,939.47,918.87,1.41B,-0.73%
13/07/2018,937.72,930.5,941.3,930.5,2.57B,0.79%
12/07/2018,930.34,924.83,936.11,924.68,1.71B,0.04%
11/07/2018,929.98,919.23,931.93,914.26,2.30B,0.10%
10/07/2018,929.05,924.87,933.37,919.17,2.07B,1.33%
09/07/2018,916.86,901.69,919.88,899.13,1.92B,2.40%
06/07/2018,895.38,904.03,905.92,894.78,2.11B,-1.13%
05/07/2018,905.6,906.35,908.23,895.72,2.22B,-0.24%
04/07/2018,907.8,884.51,910.68,871.91,2.27B,2.83%
03/07/2018,882.84,899.71,903.53,881.49,1.91B,-2.13%
02/07/2018,902.09,916.35,918.22,902.09,2.07B,-0.76%
29/06/2018,908.97,887.17,908.97,885.89,2.91B,3.17%
28/06/2018,881.02,902.02,903.55,879.88,2.14B,-2.22%
27/06/2018,901,912.4,915.44,901,1.75B,-1.06%
26/06/2018,910.65,911.86,922.26,909.9,1.76B,-0.89%
25/06/2018,918.79,916.37,927.42,904.89,2.12B,1.06%
22/06/2018,909.18,906.75,912.56,899.03,2.65B,0.21%
21/06/2018,907.29,926.68,933.03,907.17,2.14B,-1.93%
20/06/2018,925.16,937.61,938.52,916.06,2.74B,-2.69%
08/06/2018,950.7,970.59,973.58,949.29,2.48B,-2.64%
07/06/2018,976.49,974.82,979.47,972.09,2.48B,0.73%
06/06/2018,969.46,972.64,974.57,968.25,3.13B,-0.45%
05/06/2018,973.87,966.35,973.87,962.87,3.30B,1.22%
04/06/2018,962.17,958.77,966.54,957.83,3.18B,0.90%
31/05/2018,953.59,970.09,972.17,947.35,4.92B,-1.03%
30/05/2018,963.48,969.87,983.04,961.98,2.56B,-1.45%
28/05/2018,977.66,959.36,981.66,958.43,2.32B,2.01%
25/05/2018,958.38,956.61,963.34,952.79,2.22B,0.47%
24/05/2018,953.87,933.17,955.74,933.01,2.61B,3.38%
23/05/2018,922.68,915.2,934.18,914.96,2.34B,1.19%
22/05/2018,911.84,915.41,924.86,911.16,2.52B,0.54%
21/05/2018,906.9,917.87,919.62,904.49,2.50B,-1.30%
18/05/2018,918.89,930.72,932.69,918.89,1.93B,-0.87%
17/05/2018,926.91,938.85,946.95,926.91,2.48B,-0.92%
16/05/2018,935.47,920.93,935.57,912.56,2.67B,0.01%
15/05/2018,935.35,956.7,958.83,933.67,2.45B,-2.77%
14/05/2018,962,956.13,962,941.54,1.62B,0.00%
11/05/2018,962.01,958.1,976.64,957.73,2.48B,0.81%
09/05/2018,954.29,910.35,957.38,910.08,2.81B,3.67%
08/05/2018,920.54,935.43,935.69,912.58,1.83B,-2.18%
07/05/2018,941.04,925.79,941.04,923.08,1.85B,2.27%
04/05/2018,920.12,931.6,933.27,915.56,1.86B,-1.48%
03/05/2018,933.96,958.75,960.1,933.96,2.49B,-3.14%
02/05/2018,964.28,959.61,964.28,953.87,2.62B,0.61%
30/04/2018,958.41,950.11,963.66,949.26,2.04B,1.35%
27/04/2018,945.64,958.26,963.4,938.79,2.06B,0.25%
26/04/2018,943.29,978.4,980.18,942.7,2.77B,-3.57%
25/04/2018,978.26,1008.4,1008.62,976.54,1.71B,-3.23%
24/04/2018,1010.88,1028.86,1029.24,1010.03,1.69B,-1.61%
23/04/2018,1027.46,1032.22,1033.48,1025.93,1.94B,-0.68%
20/04/2018,1034.49,1040.41,1040.66,1028.87,2.15B,-0.57%
19/04/2018,1040.38,1034.56,1040.38,1031.87,2.85B,0.59%
18/04/2018,1034.26,1031.31,1034.26,1029.35,1.93B,0.71%
17/04/2018,1027,1028.18,1030.64,1021.51,2.23B,-0.01%
16/04/2018,1027.15,1024.97,1030.35,1019.95,1.23B,0.44%
13/04/2018,1022.64,1037.01,1038.95,1022.64,1.54B,-1.09%
12/04/2018,1033.96,1044.59,1045.42,1029.29,1.54B,-1.25%
11/04/2018,1047.07,1046.33,1051.46,1044.49,2.19B,0.72%
10/04/2018,1039.61,1021.45,1041.88,1019.21,1.94B,1.73%
09/04/2018,1021.9,1008.67,1021.9,1007.71,2.01B,1.42%
06/04/2018,1007.59,1008.87,1010.08,1003.79,1.60B,-0.09%
05/04/2018,1008.46,1012.94,1015.51,1007.13,1.96B,0.48%
04/04/2018,1003.66,1020.35,1021.18,998.79,2.03B,-1.35%
03/04/2018,1017.35,1012.24,1019.39,1010.88,1.89B,-0.18%
02/04/2018,1019.21,1007.06,1019.21,1001.36,1.98B,1.35%
29/03/2018,1005.68,1003.46,1005.68,990.79,1.86B,0.54%
28/03/2018,1000.25,1012.37,1012.51,995.67,1.70B,-1.53%
27/03/2018,1015.84,1025.85,1030.69,1010.51,1.91B,0.15%
26/03/2018,1014.31,1009.48,1015.91,1007.9,1.66B,-0.31%
23/03/2018,1017.49,997.59,1017.49,991.6,2.06B,-0.89%
22/03/2018,1026.65,1043.23,1044.34,1025.49,2.02B,-1.13%
21/03/2018,1038.43,1031.38,1039.44,1031.02,2.75B,1.09%
20/03/2018,1027.22,1030.36,1031.9,1020.22,1.79B,-0.86%
19/03/2018,1036.12,1039.88,1040.36,1031.92,2.20B,-0.11%
16/03/2018,1037.28,1039.81,1040.91,1021.01,2.80B,-0.21%
15/03/2018,1039.43,1047.57,1048.83,1039.2,2.12B,-1.15%
14/03/2018,1051.5,1056.55,1056.98,1046.79,2.06B,-0.52%
13/03/2018,1057.04,1074.57,1075.09,1054.5,3.21B,-1.71%
12/03/2018,1075.38,1071.35,1075.38,1067.77,2.43B,0.99%
09/03/2018,1064.84,1069.25,1070.69,1053.69,2.43B,-0.29%
08/03/2018,1067.95,1064.24,1069.75,1056.49,3.30B,1.36%
07/03/2018,1053.61,1078.44,1081.92,1050.17,3.77B,-2.28%
06/03/2018,1078.23,1096.44,1098.21,1076.39,2.44B,-1.06%
05/03/2018,1089.78,1101.2,1102.81,1088.97,2.14B,-0.76%
02/03/2018,1098.14,1099.8,1099.8,1092,2.13B,-0.34%
01/03/2018,1101.89,1102.31,1107.67,1100.83,2.11B,0.15%
28/02/2018,1100.28,1103.42,1104.63,1095.41,3.02B,-0.35%
27/02/2018,1104.19,1097.45,1104.19,1095.52,3.18B,1.05%
26/02/2018,1092.68,1108.63,1110.21,1092.68,2.81B,-1.54%
23/02/2018,1109.74,1109.12,1118.31,1108.76,3.19B,0.41%
22/02/2018,1105.24,1118.65,1119.24,1104.02,2.35B,-1.13%
21/02/2018,1117.91,1118.75,1121.58,1111.02,4.69B,-0.38%
20/02/2018,1122.18,1127.73,1128.19,1113.37,3.68B,-0.54%
19/02/2018,1128.25,1113.72,1128.25,1112.59,4.03B,1.74%
15/02/2018,1108.92,1116.55,1117.27,1107.2,3.32B,-0.20%
14/02/2018,1111.16,1108.96,1112.91,1106.41,3.02B,0.17%
13/02/2018,1109.23,1102.75,1112.13,1102.67,4.25B,1.08%
12/02/2018,1097.35,1098.3,1100.2,1094.37,4.90B,-0.03%
09/02/2018,1097.66,1089.71,1097.66,1087.11,2.86B,-0.49%
08/02/2018,1103.08,1103.59,1104.6,1097.15,3.22B,0.15%
07/02/2018,1101.39,1102.27,1110.12,1096.99,3.89B,1.00%
06/02/2018,1090.49,1085.83,1095.45,1081.55,5.54B,-1.49%
05/02/2018,1107,1093.82,1111.96,1090.25,2.98B,-0.44%
02/02/2018,1111.9,1115.02,1117.46,1110.43,2.81B,0.62%
01/02/2018,1105.07,1110.7,1116.93,1105.07,2.81B,-0.06%
31/01/2018,1105.76,1096.39,1113.39,1092.56,3.35B,0.21%
30/01/2018,1103.43,1122.88,1123.49,1098.98,3.38B,-2.04%
29/01/2018,1126.41,1129.53,1130.78,1116.63,3.31B,0.00%
26/01/2018,1126.36,1118.04,1130.88,1117.95,3.42B,0.76%
25/01/2018,1117.83,1127.83,1128.73,1113.03,4.71B,-0.57%
24/01/2018,1124.28,1132.3,1132.92,1120.54,4.48B,-0.70%
23/01/2018,1132.19,1111.39,1132.19,1110.6,3.39B,2.76%
22/01/2018,1101.79,1101.34,1108.66,1097.46,2.97B,0.15%
19/01/2018,1100.19,1101.75,1102.02,1090.75,1.79B,0.12%
18/01/2018,1098.89,1096.85,1102.52,1094.98,2.95B,0.48%
17/01/2018,1093.68,1093.37,1095.77,1089.63,3.31B,0.03%
16/01/2018,1093.35,1085.11,1093.39,1083.8,2.57B,0.86%
15/01/2018,1084.08,1084.83,1086.5,1079.41,1.83B,0.14%
12/01/2018,1082.52,1086.28,1089.09,1079.31,2.19B,-0.22%
11/01/2018,1084.96,1082.67,1084.96,1075.3,3.11B,0.30%
10/01/2018,1081.68,1085.29,1090.73,1078.14,2.66B,-0.15%
09/01/2018,1083.3,1088.56,1089.09,1078.25,2.92B,-0.28%
08/01/2018,1086.39,1080.31,1086.39,1078.58,2.69B,0.58%
05/01/2018,1080.15,1063.98,1080.15,1063.74,2.59B,1.21%
04/01/2018,1067.27,1058.12,1067.27,1053.56,1.85B,1.02%
03/01/2018,1056.52,1076.75,1076.91,1049.59,1.73B,-1.83%
02/01/2018,1076.23,1082.05,1101.87,1073.19,1.67B,-0.29%
29/12/2017,1079.38,1073.31,1084.48,1071.55,2.24B,0.84%
28/12/2017,1070.35,1064.38,1070.35,1056.97,2.23B,0.69%
27/12/2017,1063.03,1052.02,1063.03,1051.47,1.44B,0.88%
22/12/2017,1053.75,1044.32,1053.75,1041.41,1.79B,0.87%
21/12/2017,1044.71,1032.6,1045.53,1031.76,2.54B,1.68%
20/12/2017,1027.47,1041.36,1041.53,1023.59,3.09B,-1.38%
19/12/2017,1041.88,1030.33,1043.98,1028.98,2.88B,0.60%
18/12/2017,1035.67,1028.13,1035.67,1022.77,2.58B,0.54%
15/12/2017,1030.11,1028.96,1030.75,1022.58,2.88B,-0.26%
14/12/2017,1032.75,1023.89,1033.26,1022.98,3.75B,1.13%
13/12/2017,1021.16,1017.45,1021.42,1014.18,2.48B,0.24%
12/12/2017,1018.71,1021.99,1022.3,1014.69,2.74B,-0.03%
11/12/2017,1018.98,1020.98,1022.68,1017.75,3.01B,0.11%
08/12/2017,1017.82,1016,1020.23,1014.96,2.11B,0.46%
07/12/2017,1013.16,1018.35,1019.18,1013.16,2.09B,-0.60%
06/12/2017,1019.23,1012.65,1022.96,1012.39,2.31B,0.70%
05/12/2017,1012.12,1013.73,1019.25,1008.77,2.75B,0.42%
04/12/2017,1007.89,1007.96,1016.95,1004.07,3.04B,1.59%
30/11/2017,992.16,1017.1,1018.33,992.16,5.57B,-2.65%
29/11/2017,1019.22,1023.6,1025.21,1016.77,2.95B,-0.53%
28/11/2017,1024.69,1017.24,1024.69,1012.45,2.81B,0.49%
27/11/2017,1019.66,1016.81,1020.16,1011.85,2.51B,0.09%
24/11/2017,1018.71,1016.27,1020.61,1009.18,2.01B,0.28%
23/11/2017,1015.91,1019.2,1021.06,1014.74,2.22B,-0.03%
22/11/2017,1016.24,1010.5,1017.2,1010.42,3.21B,0.75%
21/11/2017,1008.66,1013.24,1016.33,1004.88,2.12B,-0.23%
20/11/2017,1010.96,1014.82,1022.8,1010.96,2.07B,0.00%
17/11/2017,1011,1010.97,1021.02,1010.27,2.31B,0.37%
16/11/2017,1007.25,994.79,1011.9,994.54,2.24B,1.60%
15/11/2017,991.4,996.67,1001.49,991.4,3.85B,-0.18%
14/11/2017,993.19,1000.35,1004.85,993.19,3.52B,-0.78%
13/11/2017,1000.95,1000.87,1005.52,998.85,2.29B,-0.02%
10/11/2017,1001.14,1005.16,1007.94,1000.08,2.46B,-0.35%
09/11/2017,1004.69,1009.99,1012.17,1004.67,2.77B,-0.37%
08/11/2017,1008.42,1008.19,1012.16,1004.59,2.65B,-0.17%
07/11/2017,1010.1,1008.48,1011.04,1006.34,1.95B,0.29%
06/11/2017,1007.22,1003.5,1010.97,1002.66,3.24B,0.17%
03/11/2017,1005.55,1004.91,1007.15,993.09,2.09B,0.41%
02/11/2017,1001.42,1003.83,1011.91,1001.42,2.97B,0.11%
01/11/2017,1000.29,995.09,1000.29,992.43,2.66B,0.81%
31/10/2017,992.22,1000.8,1000.85,990.31,1.98B,0.69%
30/10/2017,985.43,988.97,992.12,984.72,2.52B,0.03%
27/10/2017,985.17,992.08,996.75,984.53,2.32B,-0.64%
26/10/2017,991.49,994.11,999.65,990.91,2.48B,-0.45%
25/10/2017,995.94,986.69,995.94,984.37,2.41B,1.20%
24/10/2017,984.15,989.24,991.69,984.15,3.28B,-0.38%
23/10/2017,987.9,988.4,992.79,987.54,2.37B,0.38%
20/10/2017,984.17,983.1,992.03,981.69,2.37B,0.43%
19/10/2017,979.92,987.11,987.34,978.79,4.33B,-0.77%
18/10/2017,987.48,993.64,994.05,981.45,4.34B,-0.42%
17/10/2017,991.64,993.41,994.04,985.83,2.57B,0.02%
16/10/2017,991.42,987.86,993.66,987.5,4.10B,0.46%
13/10/2017,986.88,986.31,991.9,984.64,3.73B,0.05%
12/10/2017,986.35,977.87,988.85,977.16,4.29B,0.96%
11/10/2017,976.95,981.79,982.88,972.25,1.86B,-0.62%
10/10/2017,983.06,986.76,987.63,980.51,1.62B,-0.29%
09/10/2017,985.95,985.02,988.7,983.14,1.94B,0.13%
