Date,Price,Open,High,Low,LQ45_Vol,Change %
14/01/2016,786.42,780.7,791.4,774.78,1.48B,-0.87%
13/01/2016,793.3,793.55,797.38,791.62,1.33B,0.81%
12/01/2016,786.92,779.7,789.51,779.24,958.82M,1.74%
11/01/2016,773.44,781.33,782.98,772.26,766.60M,-2.10%
08/01/2016,790.06,784.21,791.37,780.81,1.14B,0.54%
07/01/2016,785.79,792.12,794.16,785.79,1.03B,-2.04%
06/01/2016,802.13,791.27,810.96,791,1.43B,1.58%
05/01/2016,789.62,782.63,798.32,782.52,1.10B,0.95%
04/01/2016,782.2,788.39,795.59,782.2,796.49M,-1.24%
30/12/2015,792.03,789.23,797.67,789.1,987.54M,0.52%
29/12/2015,787.9,783.99,788.71,783.98,533.16M,0.31%
28/12/2015,785.47,775.17,789.09,775,713.32M,0.95%
23/12/2015,778.11,778.27,780.27,773.02,686.33M,-0.13%
22/12/2015,779.15,776.48,780.12,772.61,779.56M,0.48%
21/12/2015,775.45,766.32,776.75,766.18,762.00M,0.60%
18/12/2015,770.86,778.55,779.47,770.86,878.76M,-2.54%
17/12/2015,790.96,789.69,790.96,783.11,1.03B,2.32%
16/12/2015,773.05,768.15,773.05,760.15,980.82M,2.21%
15/12/2015,756.37,746.99,756.37,746.73,953.09M,1.10%
14/12/2015,748.12,742.61,748.21,736.33,778.62M,-0.47%
11/12/2015,751.64,768.85,769.23,751.64,788.61M,-2.06%
10/12/2015,767.42,761.48,768.75,760.9,975.99M,-0.04%
08/12/2015,767.74,774,780.93,767.74,921.50M,-1.73%
07/12/2015,781.23,781.75,788.78,781.23,747.89M,0.48%
04/12/2015,777.48,777.26,783.86,775.93,785.06M,-0.81%
03/12/2015,783.84,779.64,787.49,778.23,676.45M,-0.15%
02/12/2015,784.99,786.05,788.56,782.62,862.93M,-0.08%
01/12/2015,785.64,771.02,785.64,771.02,1.04B,3.99%
30/11/2015,755.46,778.11,780.25,755.46,1.93B,-4.01%
27/11/2015,787.04,795.72,797.93,782.65,644.24M,-1.02%
26/11/2015,795.17,793.08,799.25,790.05,871.72M,0.62%
25/11/2015,790.3,784.59,790.68,784.05,776.93M,1.15%
24/11/2015,781.33,779.1,784.84,778.8,701.14M,0.10%
23/11/2015,780.55,789.83,793.85,780.55,824.39M,-0.88%
20/11/2015,787.45,774.55,787.45,774.39,985.52M,1.21%
19/11/2015,778.06,778.67,781.49,776.9,932.90M,0.61%
18/11/2015,773.37,774.39,777.34,770.28,773.25M,0.31%
17/11/2015,770.95,764.98,775.12,764.98,865.48M,1.91%
16/11/2015,756.48,753.92,760.49,746.19,726.87M,-0.84%
13/11/2015,762.89,754.02,767.16,752.59,722.50M,0.47%
12/11/2015,759.33,758.57,768.16,758.29,795.54M,0.35%
11/11/2015,756.71,754.48,759.88,750.23,769.64M,0.27%
10/11/2015,754.7,758.69,772.2,754.7,935.53M,-1.73%
09/11/2015,767.99,780.38,780.41,766.09,733.72M,-2.02%
06/11/2015,783.83,789.47,792.68,783.83,624.34M,-0.40%
05/11/2015,787.01,791.51,795.18,785,693.79M,-0.96%
04/11/2015,794.64,784.8,794.65,784.66,1.06B,2.20%
03/11/2015,777.53,770.54,780.74,769.37,1.24B,1.98%
02/11/2015,762.41,756.46,764.14,752.13,937.85M,0.35%
30/10/2015,759.73,763.21,768.04,759.55,1.09B,-0.76%
29/10/2015,765.53,794.14,794.99,765.34,1.10B,-3.83%
28/10/2015,795.98,803.89,806.18,793.29,933.70M,-1.82%
27/10/2015,810.73,806.43,810.73,797.58,1.05B,-0.27%
26/10/2015,812.9,812.42,814.85,809.84,1.25B,1.01%
23/10/2015,804.74,807.11,810.41,797.26,1.58B,1.93%
22/10/2015,789.5,795.97,796.58,788.55,954.58M,-0.54%
21/10/2015,793.78,791.82,802.14,790.97,1.15B,0.62%
20/10/2015,788.9,784.62,794.3,783.27,1.23B,0.45%
19/10/2015,785.39,775.56,785.55,775.4,890.37M,1.70%
16/10/2015,772.27,775.99,778.71,768.47,922.15M,0.29%
15/10/2015,770.07,770.85,780.09,770.07,911.66M,0.91%
13/10/2015,763.12,794.61,794.67,763.12,1.27B,-4.24%
12/10/2015,796.87,790.88,799.32,790.65,1.19B,1.00%
09/10/2015,788.95,780.61,795.23,780.61,1.70B,2.65%
08/10/2015,768.55,770.91,777.72,767.47,1.12B,0.19%
07/10/2015,767.08,762.66,768.25,751.16,1.52B,1.02%
06/10/2015,759.31,743.33,762.81,743.33,1.91B,3.49%
05/10/2015,733.7,710.41,735.08,709.79,1.27B,4.62%
02/10/2015,701.32,708.98,712.75,701.32,714.35M,-1.47%
01/10/2015,711.77,706.9,716.67,705.66,971.50M,0.96%
30/09/2015,704.98,699.54,707.32,694.02,1.14B,1.19%
29/09/2015,696.71,667.52,696.71,660.81,1.09B,2.41%
28/09/2015,680.3,696.43,696.87,680.3,954.68M,-2.73%
25/09/2015,699.37,709.48,709.52,696.11,1.13B,-1.20%
23/09/2015,707.86,720.89,720.94,706.85,952.14M,-3.02%
22/09/2015,729.92,738.35,739.99,728.34,894.57M,-0.98%
21/09/2015,737.18,733.22,739.29,731.26,571.64M,-0.43%
18/09/2015,740.38,742.16,747.03,734.39,1.36B,-0.08%
17/09/2015,740.97,732.4,741.7,731.14,1.01B,1.65%
16/09/2015,728.94,735.95,737.75,727.83,792.01M,-0.50%
15/09/2015,732.62,738.9,739.68,730.84,663.70M,-1.45%
14/09/2015,743.37,740.89,743.37,737.59,645.76M,0.95%
11/09/2015,736.36,736.65,740.61,735.49,837.24M,0.67%
10/09/2015,731.49,723.38,731.49,718.66,1.05B,-0.10%
09/09/2015,732.23,734.02,738.25,727.78,1.49B,0.77%
08/09/2015,726.63,719.02,728.78,715.71,1.19B,0.37%
07/09/2015,723.93,745.21,745.39,722.63,773.87M,-3.46%
04/09/2015,749.85,750.45,753.24,747.5,713.14M,-0.44%
03/09/2015,753.17,752.93,755.41,745.88,989.95M,0.95%
02/09/2015,746.11,737.54,750.27,734.65,1.11B,-0.38%
01/09/2015,748.98,764.31,764.46,748.58,1.03B,-2.83%
31/08/2015,770.81,757.27,771.43,755.97,1.27B,1.81%
28/08/2015,757.07,767.5,771.83,754.17,1.57B,0.30%
27/08/2015,754.83,725.65,756.15,725.65,1.90B,6.19%
26/08/2015,710.8,701.17,712.77,694.46,1.44B,0.36%
25/08/2015,708.26,696.94,725.32,696.89,1.87B,2.32%
24/08/2015,692.21,702.99,703.14,682.44,1.45B,-4.82%
21/08/2015,727.23,737.63,737.63,727.23,1.16B,-2.77%
20/08/2015,747.93,752.89,753.76,744.82,905.83M,-1.12%
19/08/2015,756.4,759.46,765.75,753.88,974.85M,-0.68%
18/08/2015,761.59,773.12,774.85,761.59,1.12B,-1.92%
14/08/2015,776.46,775.96,778.82,769.53,1.21B,0.17%
13/08/2015,775.12,752.77,779.65,752.77,1.67B,3.03%
12/08/2015,752.32,768.17,768.17,747.81,1.62B,-3.69%
11/08/2015,781.11,811.67,813.23,781.11,1.32B,-3.32%
10/08/2015,807.91,809.18,810.04,800.56,904.51M,-0.44%
07/08/2015,811.46,817.63,817.94,809.95,705.78M,-0.91%
06/08/2015,818.89,828.94,832.15,818.89,1.12B,-1.05%
05/08/2015,827.55,812.34,827.55,810.76,1.83B,2.04%
04/08/2015,810.98,810.95,816.59,809.92,1.27B,-0.50%
03/08/2015,815.05,806.83,817,806.47,1.07B,0.24%
31/07/2015,813.1,795.6,813.36,795.45,1.06B,2.50%
30/07/2015,793.25,800.96,803.84,793.25,867.86M,-0.35%
29/07/2015,796.06,801.32,807.45,796.06,898.91M,-0.05%
28/07/2015,796.44,802.4,803,796.44,893.61M,-1.49%
27/07/2015,808.52,822.39,826.7,808.52,706.84M,-2.40%
24/07/2015,828.39,836.7,837.09,827.02,602.09M,-1.36%
23/07/2015,839.79,840.16,843.64,837.96,642.07M,-0.33%
22/07/2015,842.59,837.45,842.59,830.38,1.05B,1.17%
15/07/2015,832.88,837.66,838.35,829.24,650.88M,-0.78%
14/07/2015,839.41,841.11,844.87,836.96,733.93M,0.22%
13/07/2015,837.54,830.81,838.15,829.31,705.17M,0.93%
10/07/2015,829.82,830.03,834.8,825.95,927.13M,0.62%
09/07/2015,824.73,826.08,827.98,818.5,798.54M,-0.83%
08/07/2015,831.64,841.55,841.55,829.69,1.09B,-0.98%
07/07/2015,839.87,843.4,845.26,836.77,778.02M,-0.37%
06/07/2015,843.01,847.63,852.08,842.25,769.74M,-1.64%
03/07/2015,857.04,847.76,857.04,847.07,805.49M,0.96%
02/07/2015,848.91,840.07,852.99,840.03,960.45M,1.37%
01/07/2015,837.42,842.57,844.87,837.42,646.34M,-0.20%
30/06/2015,839.14,836.08,846.38,833.44,870.51M,0.51%
29/06/2015,834.85,835.53,837.52,829.77,705.49M,-0.89%
26/06/2015,842.37,840.13,846.63,836.2,725.29M,0.17%
25/06/2015,840.9,847.08,847.33,840.9,1.10B,-1.01%
24/06/2015,849.48,850.53,854.5,846.37,1.01B,0.35%
23/06/2015,846.54,853.79,855.34,846.54,643.27M,-0.62%
22/06/2015,851.84,859.45,859.45,851.75,703.98M,-0.68%
19/06/2015,857.65,853.99,859.36,853.99,752.55M,0.83%
18/06/2015,850.58,850.74,854.58,848.03,733.60M,0.05%
17/06/2015,850.18,839.94,853.75,839.94,930.53M,1.90%
16/06/2015,834.32,827.56,839.23,823.39,810.35M,1.11%
15/06/2015,825.12,843.36,843.42,825.12,628.81M,-2.48%
12/06/2015,846.06,846.02,848.6,843.16,609.82M,0.16%
11/06/2015,844.73,856.27,857.24,840.4,741.30M,-0.23%
10/06/2015,846.68,842.53,856.2,842.09,1.06B,0.95%
09/06/2015,838.75,860.18,860.27,830.18,1.17B,-2.86%
08/06/2015,863.43,877.6,878.31,861.97,772.49M,-2.02%
05/06/2015,881.23,875.71,881.23,874.21,657.55M,0.22%
04/06/2015,879.33,884.92,889.42,879.33,691.02M,-0.89%
03/06/2015,887.2,901.6,902.7,885.92,1.08B,-1.94%
01/06/2015,904.77,903.05,904.77,898.07,561.26M,0.07%
29/05/2015,904.13,908.42,913.82,904.13,1.85B,-0.67%
28/05/2015,910.22,915.45,918.09,908.21,822.69M,-0.30%
27/05/2015,912.93,921.48,926.98,912.93,877.50M,-1.60%
26/05/2015,927.75,920.08,934.12,919.76,822.97M,0.74%
25/05/2015,920.92,925.25,925.59,920.52,510.40M,-0.61%
22/05/2015,926.6,929.11,931.02,922.75,659.49M,-0.09%
21/05/2015,927.39,926.71,933.79,919,1.06B,0.55%
20/05/2015,922.33,920.49,926.63,917.55,1.03B,0.72%
19/05/2015,915.7,908.89,917.15,904.45,914.22M,0.72%
18/05/2015,909.12,905.54,909.31,904.14,948.92M,0.26%
15/05/2015,906.73,912.58,915.02,903.81,1.14B,-0.47%
13/05/2015,910.98,905.17,913.36,900.74,1.49B,0.97%
12/05/2015,902.24,898.28,907.69,897.38,969.99M,0.54%
11/05/2015,897.4,903.04,905.27,897.4,741.74M,-0.10%
08/05/2015,898.32,896.47,902.63,896.25,1.08B,0.93%
07/05/2015,890.04,890.18,898.58,886.57,1.13B,-0.85%
06/05/2015,897.7,885.97,897.7,882.99,929.08M,0.56%
05/05/2015,892.72,888.23,899.88,883.62,1.20B,0.87%
04/05/2015,885.02,871.2,892.27,870.85,1.20B,1.79%
30/04/2015,869.44,872.81,887.29,859.45,1.70B,-0.89%
29/04/2015,877.29,905.45,907.1,858.28,1.64B,-3.45%
28/04/2015,908.65,901.93,908.65,892.84,1.12B,-0.22%
27/04/2015,910.65,941.13,942.37,907.45,1.36B,-4.19%
24/04/2015,950.48,952.8,955.76,947.94,751.02M,0.17%
23/04/2015,948.84,949.23,954.71,948.1,905.19M,0.08%
22/04/2015,948.06,949.94,952.01,946.5,765.21M,-0.41%
21/04/2015,952,938.63,952,938.24,850.40M,1.58%
20/04/2015,937.15,937.77,938.35,933.54,712.77M,-0.17%
17/04/2015,938.76,941.53,943.79,938.76,836.56M,-0.37%
16/04/2015,942.23,942.23,943.76,937.92,897.30M,0.17%
15/04/2015,940.62,942.04,942.61,935.06,789.84M,0.04%
14/04/2015,940.24,946.28,946.93,936.49,916.01M,-0.87%
13/04/2015,948.53,950.26,951.81,944.43,806.99M,-0.49%
10/04/2015,953.21,956.73,957.57,948.99,679.79M,-0.28%
09/04/2015,955.88,955.51,955.88,951.4,600.20M,0.25%
08/04/2015,953.49,959.66,960.66,951.76,879.51M,-0.89%
07/04/2015,962.03,959.48,962.93,959.02,935.12M,0.86%
06/04/2015,953.82,952.09,956.43,951.54,702.37M,0.48%
02/04/2015,949.22,955.18,957.23,944.76,1.15B,-0.27%
01/04/2015,951.8,961.46,964.15,949.02,978.75M,-1.05%
31/03/2015,961.93,959.75,962.72,956.38,1.37B,1.63%
30/03/2015,946.46,942.19,953.42,941.45,976.32M,0.95%
27/03/2015,937.51,927.94,938.91,927.16,874.61M,0.59%
26/03/2015,932.01,933.16,941.9,930.82,1.23B,-0.78%
25/03/2015,939.37,945.3,946.05,938.25,1.12B,-0.89%
24/03/2015,947.82,947.88,950.83,945.97,984.84M,0.09%
23/03/2015,947,950.1,952.41,947,877.28M,0.01%
20/03/2015,946.86,944.5,950.24,942.3,1.43B,-0.30%
19/03/2015,949.74,948.73,950.9,947.09,1.43B,0.97%
18/03/2015,940.66,941.62,943.92,940.66,1.08B,-0.46%
17/03/2015,944.99,949.96,951.63,944.36,1.17B,-0.06%
16/03/2015,945.52,939.57,949.08,939.49,776.66M,0.34%
13/03/2015,942.35,949.63,950.42,940.91,1.00B,-0.29%
12/03/2015,945.05,941.16,948.65,940.93,1.03B,0.38%
11/03/2015,941.51,943.18,945.82,938.95,1.70B,-0.83%
10/03/2015,949.4,944.65,952.36,937.9,1.21B,0.30%
09/03/2015,946.54,952.96,953.17,942.88,1.13B,-1.48%
06/03/2015,960.78,950.67,960.78,948.96,1.36B,1.50%
05/03/2015,946.57,949,952.93,946.57,1.05B,0.01%
04/03/2015,946.51,953.92,955.21,945.7,1.02B,-0.69%
03/03/2015,953.11,954.14,959.08,953.11,1.22B,-0.06%
02/03/2015,953.68,947.52,953.85,947.08,1.13B,0.72%
27/02/2015,946.88,951.17,952.47,946.88,1.08B,-0.35%
26/02/2015,950.21,946.88,952,946.38,1.15B,-0.07%
25/02/2015,950.83,946.72,951.08,946.28,876.33M,0.67%
24/02/2015,944.46,941.21,946.17,940.42,964.88M,0.25%
23/02/2015,942.13,943.6,945.19,939.15,1.07B,0.11%
20/02/2015,941.11,942.68,948.51,941.11,1.28B,0.07%
18/02/2015,940.41,938.59,948.38,938.02,2.08B,1.15%
17/02/2015,929.68,926.85,931.1,926.85,764.25M,0.31%
16/02/2015,926.8,938.78,940.05,926.8,1.10B,-1.18%
13/02/2015,937.82,934.13,937.82,932.97,1.14B,0.96%
12/02/2015,928.93,927.57,929.01,923.7,1.05B,0.30%
11/02/2015,926.17,924.74,927.15,922.68,1.11B,0.57%
10/02/2015,920.9,927.63,929.48,919.18,850.76M,-0.58%
09/02/2015,926.29,923.7,932.33,922.18,1.21B,0.26%
06/02/2015,923.89,915.35,923.89,914.52,1.63B,1.42%
05/02/2015,910.94,918.79,919.63,906,1.24B,-1.02%
04/02/2015,920.35,919.59,925.78,916.39,1.87B,0.74%
03/02/2015,913.59,911.27,915.61,910.98,1.43B,0.57%
02/02/2015,908.39,908.96,911.58,905.17,897.98M,-0.40%
30/01/2015,912.05,916.06,916.57,911.73,1.16B,0.33%
29/01/2015,909.06,910.35,910.93,907.64,1.11B,-0.29%
28/01/2015,911.69,914.85,915.21,911.05,947.53M,-0.48%
27/01/2015,916.1,911.62,916.1,908.5,1.20B,0.34%
26/01/2015,913.03,921.15,922.83,901.4,1.63B,-1.46%
23/01/2015,926.52,917.87,926.52,917.87,2.13B,1.73%
22/01/2015,910.78,902.92,912.45,902.76,1.85B,0.88%
21/01/2015,902.83,893.5,902.83,890.4,1.20B,1.34%
20/01/2015,890.9,887.84,890.9,881.67,1.11B,0.41%
19/01/2015,887.26,887.3,891.21,884.18,1.13B,0.10%
16/01/2015,886.34,891.99,897.42,885.44,848.12M,-0.82%
15/01/2015,893.68,892.19,894.86,889.02,1.18B,0.76%
14/01/2015,886.94,898.27,899.32,886.94,1.08B,-1.18%
13/01/2015,897.55,893.87,898.64,893.73,1.32B,0.75%
12/01/2015,890.83,895.31,899.03,890.83,715.50M,-0.89%
09/01/2015,898.83,901.81,904.5,898.16,1.22B,0.09%
08/01/2015,898,900.36,902.29,898,1.12B,0.05%
07/01/2015,897.51,889.85,898.12,889.54,970.70M,1.05%
06/01/2015,888.2,889.72,893.87,888.2,843.56M,-1.12%
05/01/2015,898.27,899.82,900.85,895.36,868.36M,-0.54%
02/01/2015,903.13,900.31,903.56,899.54,676.94M,0.51%
30/12/2014,898.58,892.71,898.58,892.3,905.14M,0.65%
29/12/2014,892.81,891.3,895.14,890.58,818.06M,0.22%
24/12/2014,890.86,886.99,893.07,886.78,784.66M,0.50%
23/12/2014,886.4,886.67,889.7,886.4,726.86M,0.37%
22/12/2014,883.13,890.22,891.33,883.13,692.88M,-0.33%
19/12/2014,886.07,888.54,892.35,884.3,1.34B,0.53%
18/12/2014,881.38,875.04,881.38,873.71,1.13B,1.92%
17/12/2014,864.79,863.29,870.57,860.45,1.14B,0.31%
16/12/2014,862.08,868.91,869.33,859.08,1.78B,-1.94%
15/12/2014,879.13,878.89,881.53,876,973.14M,-1.00%
12/12/2014,888.02,886.1,892.95,885.61,867.50M,0.17%
11/12/2014,886.49,883.48,890.44,883.19,845.09M,-0.40%
10/12/2014,890.07,880.73,891.47,880.72,902.22M,1.04%
09/12/2014,880.91,881.48,884.22,879.73,716.19M,-0.38%
08/12/2014,884.28,896.27,898.32,881.62,763.96M,-1.06%
05/12/2014,893.78,894.22,896.77,893.17,614.41M,0.18%
04/12/2014,892.18,891.94,898.35,889.54,971.35M,0.20%
03/12/2014,890.43,894.7,895.27,889.08,1.09B,-0.35%
02/12/2014,893.58,892.04,897.03,891.33,1.12B,0.32%
01/12/2014,890.7,886.46,891.16,883.64,1.08B,0.49%
28/11/2014,886.33,885.41,886.96,882.54,1.20B,-0.06%
27/11/2014,886.84,885.01,887.89,885.01,659.20M,0.25%
26/11/2014,884.59,882.86,885.8,879.11,779.34M,0.38%
25/11/2014,881.28,885.74,889.16,881.28,1.02B,-0.64%
24/11/2014,886.93,884.07,889.13,883.09,1.03B,0.95%
21/11/2014,878.56,874.52,881.85,873.42,996.19M,0.39%
20/11/2014,875.16,880.05,880.81,869.99,899.99M,-0.69%
19/11/2014,881.24,879.52,884.09,878.63,1.19B,0.53%
18/11/2014,876.59,873.04,876.59,870.31,1.11B,1.08%
17/11/2014,867.22,862.45,871.49,862.31,773.29M,0.20%
14/11/2014,865.52,864.29,868.86,862.83,596.82M,0.11%
13/11/2014,864.55,862.61,865.3,859.35,529.11M,0.16%
12/11/2014,863.2,862.8,867.29,860.16,742.76M,0.48%
11/11/2014,859.04,844.98,861.72,844.91,766.30M,1.84%
10/11/2014,843.54,849.77,852.42,843.54,477.82M,-0.44%
07/11/2014,847.29,857.4,858.89,846.1,780.28M,-1.20%
06/11/2014,857.62,864.84,865.34,857.5,618.88M,-0.75%
05/11/2014,864.06,865.37,867.22,859.88,626.26M,-0.03%
04/11/2014,864.29,866.55,868.97,864.29,723.77M,-0.46%
03/11/2014,868.31,871.31,871.52,862.76,665.82M,0.03%
31/10/2014,868.05,864.61,868.05,861.11,953.35M,0.90%
30/10/2014,860.29,863.18,863.65,855.51,790.67M,-0.37%
29/10/2014,863.47,851.09,863.47,850.88,985.54M,2.00%
28/10/2014,846.53,852.35,852.81,845.27,745.38M,-0.56%
27/10/2014,851.34,865.85,866.68,851.34,611.72M,-1.30%
24/10/2014,862.55,866.41,868.04,858.49,645.28M,-0.60%
23/10/2014,867.72,863.03,869.01,861.13,866.14M,0.61%
22/10/2014,862.46,859.98,863.55,859.56,1.03B,1.06%
21/10/2014,853.43,859.23,859.75,849.96,835.21M,-0.19%
20/10/2014,855.03,864.12,869.69,855.03,1.58B,0.10%
17/10/2014,854.19,838.91,859.87,837.53,1.77B,2.02%
16/10/2014,837.26,831.69,844.07,831.28,1.18B,-0.22%
15/10/2014,839.11,837.66,842.29,835.73,1.08B,0.93%
14/10/2014,831.34,825.65,834.88,825.31,764.72M,0.37%
13/10/2014,828.3,832.26,835.15,828.3,659.35M,-1.24%
10/10/2014,838.68,832.97,841.08,830.78,867.69M,-0.68%
09/10/2014,844.4,846.06,849.02,844.17,910.41M,0.84%
08/10/2014,837.37,842.27,847.24,837.37,843.88M,-1.76%
07/10/2014,852.4,849.76,856.55,845.17,1.00B,0.82%
06/10/2014,845.5,840.4,847.15,833.24,704.49M,1.39%
03/10/2014,833.91,845.08,848.1,830.06,1.09B,-1.06%
02/10/2014,842.86,862.34,863.06,842.08,1.27B,-3.21%
01/10/2014,870.81,875.83,877.72,869.69,1.10B,-0.26%
30/09/2014,873.08,868.29,876.25,865.91,947.87M,-0.20%
29/09/2014,874.85,868.08,874.85,859.95,841.42M,0.50%
27/09/2014,870.52,870.52,870.52,870.52,-,0.00%
26/09/2014,870.52,869.78,871.29,864.84,1.17B,-1.57%
25/09/2014,884.41,885.61,887.13,879.5,845.89M,0.65%
24/09/2014,878.71,884.17,887.01,878.71,531.34M,-0.56%
23/09/2014,883.67,886.54,887.08,883.59,688.23M,-0.82%
22/09/2014,891.01,888.58,891.7,887.02,592.26M,0.04%
19/09/2014,890.65,888.84,895.99,887.03,1.25B,0.44%
18/09/2014,886.76,880.72,887.52,880.13,922.56M,0.92%
17/09/2014,878.66,874.52,881.1,874.27,1.20B,1.31%
16/09/2014,867.34,872.05,873.05,866.96,684.85M,-0.34%
15/09/2014,870.33,863.74,871.46,863.7,748.70M,0.02%
13/09/2014,870.12,870.12,870.12,870.12,-,0.00%
12/09/2014,870.12,869.55,874.24,867.73,828.20M,0.13%
11/09/2014,869.03,874.46,879.71,869.03,863.01M,-0.50%
10/09/2014,873.43,881.94,881.94,871.36,1.07B,-1.16%
09/09/2014,883.66,893.37,894.19,882.6,870.96M,-1.01%
08/09/2014,892.72,892.57,895.92,891.48,986.23M,0.69%
05/09/2014,886.58,884.04,888.56,882.47,817.52M,0.15%
04/09/2014,885.29,890.02,891.62,883.82,973.49M,-0.50%
03/09/2014,889.73,886.66,890.32,886.66,937.57M,0.47%
02/09/2014,885.53,880.53,886.02,880.53,806.60M,0.62%
01/09/2014,880.1,874.98,880.49,874.45,540.44M,1.25%
31/08/2014,869.2,869.2,869.2,869.2,-,0.00%
29/08/2014,869.2,880.88,883.96,869.2,942.70M,-1.58%
28/08/2014,883.19,880.94,885.75,880.31,1.15B,0.28%
27/08/2014,880.7,875.84,881.49,875.84,996.78M,0.51%
26/08/2014,876.24,885.4,886.04,875.47,1.17B,-0.86%
25/08/2014,883.82,885.72,886.9,882,788.59M,-0.34%
22/08/2014,886.83,892.09,893.37,884.46,940.29M,-0.32%
21/08/2014,889.66,886.5,890.08,879.44,1.07B,0.36%
20/08/2014,886.5,881.32,886.5,881.14,1.09B,0.66%
19/08/2014,880.71,885.09,886.19,880.29,920.29M,-0.08%
18/08/2014,881.38,881.26,883.54,879.6,735.45M,0.17%
15/08/2014,879.9,882.57,883.39,879.15,652.38M,-0.30%
14/08/2014,882.56,886.87,887.5,877.44,1.02B,-0.42%
13/08/2014,886.32,879.62,886.32,878.47,885.98M,0.90%
12/08/2014,878.42,879.41,881.83,877.75,1.20B,0.34%
11/08/2014,875.43,871.18,875.43,869.27,937.08M,1.57%
10/08/2014,861.91,861.91,861.91,861.91,-,0.00%
08/08/2014,861.9,865.25,867.11,861.56,778.73M,-0.36%
07/08/2014,864.99,862.33,866.45,860.21,1.13B,0.13%
06/08/2014,863.86,868.63,869.74,863.09,1.12B,-1.33%
05/08/2014,875.47,879.04,879.47,872.73,1.34B,-0.30%
04/08/2014,878.08,865.14,878.08,860.11,1.53B,1.13%
02/08/2014,868.3,868.3,868.3,868.3,-,0.00%
27/07/2014,868.3,868.3,868.3,868.3,-,0.00%
25/07/2014,868.3,874.25,875.19,862.78,1.39B,-0.50%
24/07/2014,872.7,877.73,879.6,868.55,1.08B,-0.07%
23/07/2014,873.34,879.36,883.15,871.77,1.49B,-0.05%
22/07/2014,873.78,885.2,887.91,859.04,2.22B,-0.86%
21/07/2014,881.32,879.47,882.95,878.37,1.79B,0.82%
20/07/2014,874.12,874.12,874.12,874.12,-,0.00%
18/07/2014,874.12,864.09,878.02,862.77,1.15B,0.48%
17/07/2014,869.94,880.84,882.86,862.28,1.69B,-0.81%
16/07/2014,877.03,871.89,883.26,871.89,2.10B,0.75%
15/07/2014,870.46,863.32,870.46,862.78,1.45B,1.19%
14/07/2014,860.2,863.51,864.69,854.14,1.17B,-0.12%
12/07/2014,861.22,861.22,861.22,861.22,-,0.00%
11/07/2014,861.22,869.15,870.48,855.06,1.30B,-1.65%
10/07/2014,875.66,881.63,893.17,870.66,3.67B,1.89%
09/07/2014,859.41,859.41,859.41,859.41,-,0.00%
08/07/2014,859.41,854.18,864.34,854.05,2.65B,1.22%
07/07/2014,849.09,833.45,849.09,832.64,2.54B,2.39%
04/07/2014,829.28,824.68,832.33,824.68,1.46B,0.42%
03/07/2014,825.8,830.47,830.65,825.76,1.15B,-0.64%
02/07/2014,831.13,825.53,831.13,824.09,864.20M,0.77%
01/07/2014,824.74,822.42,824.74,820.05,1.11B,0.25%
30/06/2014,822.67,816.82,824.26,816.11,1.44B,0.78%
27/06/2014,816.28,820.7,822.18,813.99,1.44B,-0.80%
26/06/2014,822.84,817.42,822.84,816.81,1.44B,0.92%
25/06/2014,815.34,819.35,821.81,815.34,1.15B,-0.56%
24/06/2014,819.96,819.24,822.13,818.7,1.09B,0.26%
23/06/2014,817.86,820.87,822.92,817.49,1.18B,-0.04%
20/06/2014,818.2,823.32,825.31,818.2,954.94M,-0.28%
19/06/2014,820.53,826.97,827.81,819.44,922.18M,-0.52%
18/06/2014,824.86,828.6,828.63,823.51,737.23M,-0.54%
17/06/2014,829.37,824.16,829.37,821.49,967.65M,0.77%
16/06/2014,823.06,831.98,833.1,822.68,934.74M,-1.15%
13/06/2014,832.66,832.69,834.19,830.65,694.36M,-0.22%
12/06/2014,834.53,839.78,840.32,831.09,1.11B,-0.90%
11/06/2014,842.08,837.12,842.08,835.64,1.10B,0.49%
10/06/2014,838,825.82,838,825.82,913.07M,1.75%
09/06/2014,823.58,835.9,836.69,821.48,1.21B,-1.21%
06/06/2014,833.65,831.62,836.99,831.58,839.71M,0.12%
05/06/2014,832.68,832.05,833.2,827.85,699.99M,0.07%
04/06/2014,832.09,832.95,836.1,830.11,800.11M,-0.38%
03/06/2014,835.3,831.15,835.3,824.15,1.01B,0.75%
02/06/2014,829.08,826.39,829.08,821.61,915.70M,0.55%
30/05/2014,824.55,851.57,851.95,824.55,1.73B,-2.84%
28/05/2014,848.67,844.58,849.92,844.07,804.11M,0.35%
26/05/2014,845.72,850.72,850.75,844.78,525.23M,-0.23%
25/05/2014,847.69,847.69,847.69,847.69,-,0.00%
23/05/2014,847.69,848.41,849.13,844.29,737.41M,0.03%
22/05/2014,847.45,840.76,848.33,838.13,1.12B,1.46%
21/05/2014,835.28,829.64,836.18,826.72,989.89M,0.35%
20/05/2014,832.36,855.98,855.98,825.52,1.67B,-2.92%
19/05/2014,857.37,864.45,872.26,848.75,1.85B,-0.17%
16/05/2014,858.86,846.4,858.86,845.5,1.45B,1.21%
14/05/2014,848.57,835.96,848.57,835.42,1.53B,2.04%
13/05/2014,831.57,836.82,837.54,828.11,1.06B,0.02%
12/05/2014,831.44,829.67,834.38,828.75,1.35B,0.52%
