Date,Price,Open,High,Low,IHSG_Vol
15/10/2020,5105.15,5172.59,5182.53,5105.15,11050000000
14/10/2020,5176.1,5134.66,5177.92,5125.04,11990000000
13/10/2020,5132.57,5093.42,5132.96,5064.17,11060000000
12/10/2020,5093.1,5078.13,5103.5,5078.13,9160000000
09/10/2020,5053.66,5036.48,5057.84,5029.15,6900000000
08/10/2020,5039.14,5018.74,5039.14,5001.52,8030000000
07/10/2020,5004.33,4976.57,5014.61,4962.09,9290000000
06/10/2020,4999.22,5004.4,5023.89,4992.48,10850000000
05/10/2020,4958.77,4947.04,4962.79,4915.69,7090000000
02/10/2020,4926.73,4969.25,4972.82,4881.91,8880000000
01/10/2020,4970.09,4899.64,4970.09,4899,9640000000
30/09/2020,4870.04,4896.43,4903.86,4841.36,8540000000
29/09/2020,4879.1,4929.33,4950.97,4859.79,8650000000
28/09/2020,4906.55,4962.95,4991.76,4905.51,8380000000
25/09/2020,4945.79,4867.96,4949.3,4848.02,8880000000
24/09/2020,4842.76,4876.35,4897.34,4820.33,6570000000
23/09/2020,4917.96,4946.5,4984.24,4873.02,7060000000
22/09/2020,4934.09,4947.73,4978.44,4919.11,7480000000
21/09/2020,4999.36,5058.99,5075.82,4987.75,10650000000
18/09/2020,5059.22,5037.37,5072.68,5023.44,10580000000
17/09/2020,5038.4,5058.95,5099.58,5013.19,8530000000
16/09/2020,5058.48,5108.13,5117.29,5051.75,8880000000
15/09/2020,5100.87,5169.25,5187.28,5091.29,11360000000
14/09/2020,5161.83,5060.02,5161.83,5059.27,10990000000
11/09/2020,5016.71,4804.64,5016.71,4754.8,12580000000
10/09/2020,4891.46,5084.33,5084.48,4878.28,8240000000
09/09/2020,5149.38,5214.03,5216.02,5135.81,10120000000
08/09/2020,5244.07,5232.92,5256.31,5232.92,10340000000
07/09/2020,5230.2,5235.01,5245.35,5195.87,8010000000
04/09/2020,5239.85,5280.81,5280.76,5188.61,9510000000
03/09/2020,5280.81,5311.97,5331.17,5242.17,13690000000
02/09/2020,5311.97,5310.68,5337.1,5295.28,12160000000
01/09/2020,5310.68,5238.49,5310.68,5219.21,9050000000
31/08/2020,5238.49,5346.66,5369.45,5233.14,12410000000
28/08/2020,5346.66,5371.47,5381.95,5325.6,10800000000
27/08/2020,5371.47,5340.33,5371.47,5325.49,13450000000
26/08/2020,5340.33,5338.89,5351.47,5324.61,13770000000
25/08/2020,5338.89,5277.04,5341.38,5276.96,14650000000
24/08/2020,5277.04,5272.81,5294.15,5261.41,13840000000
19/08/2020,5272.81,5295.17,5327.32,5268.51,9270000000
18/08/2020,5295.17,5247.69,5316.13,5244,9560000000
14/08/2020,5247.69,5239.25,5255.37,5221.92,7040000000
13/08/2020,5239.25,5233.45,5279.35,5218.41,8460000000
12/08/2020,5233.45,5190.17,5235.52,5178.46,9680000000
11/08/2020,5190.17,5157.83,5201.45,5157.93,8840000000
10/08/2020,5157.83,5143.89,5158.68,5134.87,6520000000
07/08/2020,5143.89,5178.27,5187.37,5119.68,9130000000
06/08/2020,5178.27,5127.05,5187.96,5127.1,9050000000
05/08/2020,5127.05,5075,5127.05,5059.09,8460000000
04/08/2020,5075,5006.22,5075,5006.5,7380000000
03/08/2020,5006.22,5149.63,5157.27,4928.47,8380000000
30/07/2020,5149.63,5111.11,5149.63,5091.4,8070000000
29/07/2020,5111.11,5112.99,5117.35,5085.34,8890000000
28/07/2020,5112.99,5116.67,5143.29,5097.42,9190000000
27/07/2020,5116.67,5082.99,5116.67,5080.12,10350000000
24/07/2020,5082.99,5145.01,5149.59,5074.49,9700000000
23/07/2020,5145.01,5110.19,5162.98,5110.22,9880000000
22/07/2020,5110.19,5114.71,5142.04,5099.57,7950000000
21/07/2020,5114.71,5051.11,5135.56,5047.09,8320000000
20/07/2020,5051.11,5079.58,5100.19,5031.89,6860000000
17/07/2020,5079.58,5098.37,5110.43,5073.56,6170000000
16/07/2020,5098.37,5075.8,5107.26,5075.8,6870000000
15/07/2020,5075.8,5079.12,5116.46,5069.38,8260000000
14/07/2020,5079.12,5064.45,5079.12,5053.72,7150000000
13/07/2020,5064.45,5031.26,5075.1,5024.93,6530000000
10/07/2020,5031.26,5052.79,5076.52,5022.17,6770000000
09/07/2020,5052.79,5076.17,5111.56,5041.93,7980000000
08/07/2020,5076.17,4987.08,5080.25,4985.02,7350000000
07/07/2020,4987.08,4988.87,5011.71,4982.33,7280000000
06/07/2020,4988.87,4973.79,5009.35,4973.49,6430000000
03/07/2020,4973.79,4966.78,4997.48,4964.11,5570000000
02/07/2020,4966.78,4914.39,4966.78,4914.39,5540000000
01/07/2020,4914.39,4905.39,4928.61,4885.6,4320000000
30/06/2020,4905.39,4901.82,4939.84,4894.12,5130000000
29/06/2020,4901.82,4904.09,4909.91,4862.04,4420000000
26/06/2020,4904.09,4896.73,4941.14,4882.14,4430000000
25/06/2020,4896.73,4964.73,4964.73,4883.71,5070000000
24/06/2020,4964.73,4879.13,4977.65,4879.13,6250000000
23/06/2020,4879.13,4918.83,4938.39,4879.13,5490000000
22/06/2020,4918.83,4942.27,4957.67,4904.77,4790000000
19/06/2020,4942.27,4925.25,4970.07,4925.25,5760000000
18/06/2020,4925.25,4987.78,4993.61,4925.25,7090000000
17/06/2020,4987.78,4986.46,5018.98,4968.93,6840000000
16/06/2020,4986.46,4816.34,4989.53,4816.34,7580000000
15/06/2020,4816.34,4880.36,4918.06,4809.62,6410000000
12/06/2020,4880.36,4854.75,4880.36,4712.07,8090000000
11/06/2020,4854.75,4920.68,4931.24,4812.19,7170000000
10/06/2020,4920.68,5035.06,5036.86,4892.82,8420000000
09/06/2020,5035.06,5070.56,5139.41,5023.77,11510000000
08/06/2020,5070.56,4947.78,5103.09,4947.78,13820000000
05/06/2020,4947.78,4916.7,4948.51,4851.15,8690000000
04/06/2020,4916.7,4941.01,5014.76,4899.39,11090000000
03/06/2020,4941.01,4847.51,4960.07,4847.51,10160000000
02/06/2020,4847.51,4753.61,4884.01,4753.61,7310000000
29/05/2020,4753.61,4716.19,4755.96,4704.79,10480000000
28/05/2020,4716.19,4641.56,4741.6,4638.81,6850000000
27/05/2020,4641.56,4626.8,4641.56,4597.37,6100000000
26/05/2020,4626.8,4545.95,4634.65,4541.83,5380000000
20/05/2020,4545.95,4548.66,4561.55,4521.47,4250000000
19/05/2020,4548.66,4511.06,4609.04,4511.06,5170000000
18/05/2020,4511.06,4507.61,4527.97,4487.18,4520000000
15/05/2020,4507.61,4513.83,4540.42,4460.27,4630000000
14/05/2020,4513.83,4554.36,4564.15,4494.15,4730000000
13/05/2020,4554.36,4588.73,4588.73,4519.98,4510000000
12/05/2020,4588.73,4639.1,4644.13,4552.39,4690000000
11/05/2020,4639.1,4597.43,4659.86,4597.43,4550000000
08/05/2020,4597.43,4608.79,4630.59,4586.74,4780000000
06/05/2020,4608.79,4630.13,4647.52,4597.75,4510000000
05/05/2020,4630.13,4605.49,4667.79,4605.49,4780000000
04/05/2020,4605.49,4716.4,4716.4,4576.23,3910000000
30/04/2020,4716.4,4567.32,4726.77,4567.32,6020000000
29/04/2020,4567.32,4529.55,4568.67,4523.96,4150000000
28/04/2020,4529.55,4513.14,4532.38,4494.47,4540000000
27/04/2020,4513.14,4496.06,4541.31,4474.89,3680000000
24/04/2020,4496.06,4593.55,4593.83,4496.06,4610000000
23/04/2020,4593.55,4567.56,4629.03,4567.56,4950000000
22/04/2020,4567.56,4501.92,4580.68,4441.09,4840000000
21/04/2020,4501.92,4575.9,4575.9,4482.64,4230000000
20/04/2020,4575.9,4634.82,4669.54,4573.77,5210000000
17/04/2020,4634.82,4480.61,4637.24,4480.61,5450000000
16/04/2020,4480.61,4625.9,4625.9,4463.81,5630000000
15/04/2020,4625.9,4706.49,4747.73,4605.05,6310000000
14/04/2020,4706.49,4623.89,4706.49,4623.89,5520000000
13/04/2020,4623.89,4649.08,4659.03,4591.73,4560000000
09/04/2020,4649.08,4626.69,4669.71,4562.9,5350000000
08/04/2020,4626.69,4778.64,4780.21,4583.9,4560000000
07/04/2020,4778.64,4811.83,4975.54,4721.72,8620000000
06/04/2020,4811.83,4623.43,4811.83,4623.43,7050000000
03/04/2020,4623.43,4531.69,4623.43,4531.81,5870000000
02/04/2020,4531.69,4466.04,4531.69,4393.67,4600000000
01/04/2020,4466.04,4538.93,4627.42,4445.14,4180000000
31/03/2020,4538.93,4414.5,4569.47,4414.5,4340000000
30/03/2020,4414.5,4545.57,4545.57,4317.71,2760000000
27/03/2020,4545.57,4338.9,4697.67,4338.9,7790000000
26/03/2020,4338.9,3937.63,4370.66,3935.91,8110000000
24/03/2020,3937.63,3989.52,4123.56,3911.72,4570000000
23/03/2020,3989.52,4194.94,4194.94,3975.19,3250000000
20/03/2020,4194.94,4105.42,4238.26,3918.34,6300000000
19/03/2020,4105.42,4330.67,4330.67,4093.71,2640000000
18/03/2020,4330.67,4456.75,4473.82,4284.67,3860000000
17/03/2020,4456.75,4690.66,4698.04,4447.96,3070000000
16/03/2020,4690.66,4907.57,4904.54,4677.75,3050000000
13/03/2020,4907.57,4895.75,4937.99,4639.91,4630000000
12/03/2020,4895.75,5040.96,5040.99,4895.75,3700000000
11/03/2020,5154.1,5231.61,5264.48,5112.32,4670000000
10/03/2020,5220.83,5149.49,5278.42,5149.45,4450000000
09/03/2020,5136.81,5364.6,5364.6,5133.15,4270000000
06/03/2020,5498.54,5575.57,5577.8,5498.54,3240000000
05/03/2020,5638.13,5688.78,5715.94,5613.72,4070000000
04/03/2020,5650.14,5524.09,5651.85,5516.81,4530000000
03/03/2020,5518.63,5431.3,5545.77,5431.3,4300000000
02/03/2020,5361.25,5455.05,5491.13,5354.62,4020000000
28/02/2020,5452.7,5436.17,5456.28,5288.37,4960000000
27/02/2020,5535.69,5680.44,5684.29,5526.82,4130000000
26/02/2020,5688.92,5757.17,5757.74,5688.92,3950000000
25/02/2020,5787.14,5784.74,5814.68,5752.33,3950000000
24/02/2020,5807.05,5846.15,5863.12,5787.92,4000000000
21/02/2020,5882.25,5940.79,5944.21,5873.73,3670000000
20/02/2020,5942.49,5941.45,5960.71,5929.15,3740000000
19/02/2020,5928.79,5898.9,5928.79,5898.7,3450000000
18/02/2020,5886.96,5856.88,5907.14,5855.92,3460000000
17/02/2020,5867.52,5863.91,5878.46,5853.6,2870000000
14/02/2020,5866.94,5857.72,5890.03,5843.43,2770000000
13/02/2020,5871.95,5921.91,5929.5,5860.25,3320000000
12/02/2020,5913.08,5957.06,5962.35,5895.72,2930000000
11/02/2020,5954.4,5963.55,5979.57,5945.05,3370000000
10/02/2020,5952.08,5993.38,5996.47,5937.38,3430000000
07/02/2020,5999.61,5988.06,6004.81,5981.64,3530000000
06/02/2020,5987.15,6002.92,6013.7,5969.48,3990000000
05/02/2020,5978.51,5955.52,5978.51,5924.37,3980000000
04/02/2020,5922.34,5947.51,5952.95,5911.38,3620000000
03/02/2020,5884.17,5920.97,5942.78,5877.2,3500000000
31/01/2020,5940.05,6076.46,6078.93,5937.02,4150000000
30/01/2020,6057.6,6130.1,6130.8,6048.88,3490000000
29/01/2020,6113.04,6123.1,6152.59,6102.8,3460000000
28/01/2020,6111.18,6110.22,6112.83,6065.12,4210000000
27/01/2020,6133.21,6240.82,6242.18,6130.93,4370000000
24/01/2020,6244.11,6242.83,6258.85,6234.83,3880000000
23/01/2020,6249.21,6244,6255.04,6229.13,4130000000
22/01/2020,6233.45,6241.58,6265.51,6223.19,5110000000
21/01/2020,6238.15,6252,6257.88,6226.06,4190000000
20/01/2020,6245.04,6310.5,6312.99,6240.19,3880000000
17/01/2020,6291.66,6293.78,6301.48,6266.93,3760000000
16/01/2020,6286.05,6275.96,6299.54,6255.49,4210000000
15/01/2020,6283.37,6326.17,6348.53,6255.5,5110000000
14/01/2020,6325.41,6308.89,6325.41,6298.61,4450000000
13/01/2020,6296.57,6287.91,6297.78,6269.48,4400000000
10/01/2020,6274.94,6287.17,6295.37,6271.98,5220000000
09/01/2020,6274.49,6248.66,6274.49,6238.98,4190000000
08/01/2020,6225.69,6248.44,6250.12,6218.13,4460000000
07/01/2020,6279.35,6272.22,6284.89,6246.13,3940000000
06/01/2020,6257.4,6293.5,6300.44,6252.63,4140000000
03/01/2020,6323.47,6306.19,6323.47,6287.71,4460000000
02/01/2020,6283.58,6313.13,6317.01,6263.68,3300000000
30/12/2019,6299.54,6329.13,6336.92,6289.55,4760000000
27/12/2019,6329.31,6321.57,6337.34,6312.38,4210000000
26/12/2019,6319.44,6303.06,6326.27,6303.06,3360000000
23/12/2019,6305.91,6309.67,6315.72,6270.54,3910000000
20/12/2019,6284.37,6257.16,6284.37,6231.47,5280000000
19/12/2019,6249.93,6274.39,6281.42,6235.84,4760000000
18/12/2019,6287.25,6243.32,6287.25,6219.33,4990000000
17/12/2019,6244.35,6223.44,6244.35,6205.63,5330000000
16/12/2019,6211.59,6197.31,6237.92,6197.31,5530000000
13/12/2019,6197.32,6181.06,6197.32,6167.64,4850000000
12/12/2019,6139.4,6185.42,6201.02,6139.4,5180000000
11/12/2019,6180.1,6190.58,6204.6,6171.93,4960000000
10/12/2019,6183.5,6186.75,6205.13,6179.52,5110000000
09/12/2019,6193.79,6194.08,6210.78,6180.84,5480000000
06/12/2019,6186.87,6160.78,6186.87,6145.12,4910000000
05/12/2019,6152.12,6132.04,6157.93,6131.59,5230000000
04/12/2019,6112.88,6121.33,6127.98,6095.31,5030000000
03/12/2019,6133.9,6119.9,6148.37,6107.64,5260000000
02/12/2019,6130.06,6023.61,6130.06,6023.01,5260000000
29/11/2019,6011.83,5949.88,6015.7,5939.4,5100000000
28/11/2019,5953.06,6013.27,6036.83,5945.75,5170000000
27/11/2019,6023.04,6025.94,6052.49,6002.99,5740000000
26/11/2019,6026.19,6091.24,6096.66,6026.19,8120000000
25/11/2019,6070.76,6094.75,6105.1,6052.27,4850000000
22/11/2019,6100.24,6115.79,6122.48,6086.83,5140000000
21/11/2019,6117.36,6135.76,6137.27,6099.57,5080000000
20/11/2019,6155.11,6136.25,6167.41,6123.58,5170000000
19/11/2019,6152.09,6136.94,6152.09,6113.33,5140000000
18/11/2019,6122.63,6126.41,6134.31,6098.08,4710000000
15/11/2019,6128.35,6115.76,6137.36,6092.62,4620000000
14/11/2019,6098.95,6137.54,6146.4,6062.98,7220000000
13/11/2019,6142.5,6177.66,6183.83,6132.25,5190000000
12/11/2019,6180.99,6135.49,6180.99,6133.53,5770000000
11/11/2019,6148.74,6171.44,6182.82,6127.88,4730000000
08/11/2019,6177.99,6165.77,6180.2,6139.82,6070000000
07/11/2019,6165.62,6234.6,6235.64,6119.42,6730000000
06/11/2019,6217.54,6273.92,6274.29,6198.5,7030000000
05/11/2019,6264.15,6204.44,6264.15,6195.3,9600000000
04/11/2019,6180.34,6219.13,6242.08,6180.34,10400000000
01/11/2019,6207.19,6225.81,6228.41,6193.89,14210000000
31/10/2019,6228.32,6290.57,6301.59,6216.29,16400000000
30/10/2019,6295.75,6302.09,6304.05,6264.94,13960000000
29/10/2019,6281.14,6267.68,6281.14,6245.94,14850000000
28/10/2019,6265.38,6256.79,6278.16,6243.35,14500000000
25/10/2019,6252.35,6342.61,6348.31,6243.25,15130000000
24/10/2019,6339.65,6271.51,6339.65,6270.19,13060000000
23/10/2019,6257.81,6224.42,6257.81,6197.95,13590000000
22/10/2019,6225.5,6207.49,6229.4,6178.56,11410000000
21/10/2019,6198.99,6207.89,6228.23,6187.36,14640000000
18/10/2019,6191.95,6185.21,6201.17,6178.5,12560000000
17/10/2019,6181.01,6169.9,6197.94,6161.39,11920000000
16/10/2019,6169.59,6170.56,6183.58,6143.85,11450000000
15/10/2019,6158.17,6130.3,6158.17,6118.26,11870000000
14/10/2019,6126.88,6129.23,6153.58,6099.24,11850000000
11/10/2019,6105.8,6033.32,6109.12,6033.32,10540000000
10/10/2019,6023.64,6023.98,6044.11,6018.45,8920000000
09/10/2019,6029.16,6030.46,6047.79,6017.36,11180000000
08/10/2019,6039.6,6021.69,6046.46,6009.38,12460000000
07/10/2019,6000.58,6077.74,6084.17,5988.87,12750000000
04/10/2019,6061.25,6052.75,6076.56,6046.13,11190000000
03/10/2019,6038.53,6033.03,6050.6,5997.69,12110000000
02/10/2019,6055.42,6124.44,6154,6051.69,11620000000
01/10/2019,6138.25,6163.98,6176.61,6134.77,9920000000
30/09/2019,6169.1,6190.37,6195.73,6152.5,9330000000
27/09/2019,6196.89,6213.93,6219.77,6191.66,11240000000
26/09/2019,6230.33,6168.67,6230.33,6165.93,10520000000
25/09/2019,6146.4,6121.49,6146.4,6086,9170000000
24/09/2019,6137.61,6188.77,6194.59,6115.95,9010000000
23/09/2019,6206.2,6240.14,6247.58,6197.39,11870000000
20/09/2019,6231.47,6248.97,6256.82,6213.24,13420000000
19/09/2019,6244.47,6274.18,6282.06,6242.89,10690000000
18/09/2019,6276.63,6238.71,6276.63,6236.48,10870000000
17/09/2019,6236.69,6215.24,6240.35,6205.3,11240000000
16/09/2019,6219.44,6262.29,6266.14,6193.51,10280000000
13/09/2019,6334.84,6369.42,6375.8,6318.92,10670000000
12/09/2019,6342.17,6399,6414.48,6337.52,11200000000
11/09/2019,6381.95,6334.59,6381.95,6328.69,13670000000
10/09/2019,6336.67,6331.73,6342.01,6311.34,11320000000
09/09/2019,6326.21,6328.28,6333.9,6306.74,10910000000
06/09/2019,6308.95,6329.41,6336.91,6305.02,11420000000
05/09/2019,6306.8,6294.28,6307.35,6281.95,11030000000
04/09/2019,6269.66,6266.76,6273.6,6239,11190000000
03/09/2019,6261.59,6293.36,6310.63,6248.8,12280000000
02/09/2019,6290.55,6331.15,6338.11,6281.6,12650000000
30/08/2019,6328.47,6316.12,6329.88,6305.04,13290000000
29/08/2019,6289.12,6288.19,6306.9,6276.42,11200000000
28/08/2019,6281.65,6289.65,6306.33,6267.19,10700000000
27/08/2019,6278.17,6244.57,6289.88,6223.74,11770000000
26/08/2019,6214.51,6193.23,6230.31,6149.02,12060000000
23/08/2019,6255.6,6228.13,6255.6,6204.19,10410000000
22/08/2019,6239.25,6257.56,6265.96,6210.54,10230000000
21/08/2019,6252.97,6290.81,6308.35,6247.99,9750000000
20/08/2019,6295.74,6311.91,6317.69,6279.56,11560000000
19/08/2019,6296.71,6310.63,6329.74,6284.78,10750000000
16/08/2019,6286.66,6264.38,6292.38,6235.7,12240000000
15/08/2019,6257.59,6192.46,6257.59,6161.67,11870000000
14/08/2019,6267.33,6255.51,6274.58,6240.2,11690000000
13/08/2019,6210.96,6251.31,6251.31,6198.07,10610000000
12/08/2019,6250.6,6300.67,6309.1,6245.28,9820000000
09/08/2019,6282.13,6300.09,6319.44,6280.67,10540000000
08/08/2019,6274.67,6224.9,6281.1,6224.9,11230000000
07/08/2019,6204.19,6155.83,6221.66,6153.64,11930000000
06/08/2019,6119.47,6105.09,6157.76,6022.6,11720000000
05/08/2019,6175.7,6311.16,6315.06,6175.7,12620000000
02/08/2019,6340.18,6341.12,6353.11,6317.27,9620000000
01/08/2019,6381.54,6385.26,6404.58,6372.71,11100000000
31/07/2019,6390.5,6362.11,6390.5,6349,11770000000
30/07/2019,6377,6317.57,6377,6317.04,13140000000
29/07/2019,6299.04,6336.85,6349.37,6283.6,13090000000
26/07/2019,6325.24,6379.2,6385.59,6314.41,12610000000
25/07/2019,6401.37,6392.39,6412.71,6386.29,12840000000
24/07/2019,6384.99,6413.32,6419.22,6380.01,15400000000
23/07/2019,6403.81,6443.71,6454.09,6396.67,13320000000
22/07/2019,6433.55,6461.41,6468.25,6420.35,12970000000
19/07/2019,6456.54,6417.44,6456.54,6417.44,13370000000
18/07/2019,6403.29,6385.06,6407.26,6375.62,15540000000
17/07/2019,6394.61,6395.46,6403.5,6377.5,14650000000
16/07/2019,6401.88,6414.73,6428.27,6389.4,12410000000
15/07/2019,6418.23,6408.31,6439.19,6405.45,14260000000
12/07/2019,6373.35,6414.2,6425.32,6369.5,13690000000
11/07/2019,6417.07,6424.63,6434.91,6397.22,12690000000
10/07/2019,6410.68,6393.19,6412.82,6393.19,12020000000
09/07/2019,6388.32,6351.48,6388.32,6351.42,12440000000
08/07/2019,6351.83,6360.21,6367.36,6324.72,11010000000
05/07/2019,6373.48,6373.32,6386.64,6362.92,13650000000
04/07/2019,6375.97,6364.07,6385.13,6359.42,14320000000
03/07/2019,6362.62,6362.96,6385.37,6334.75,11870000000
02/07/2019,6384.9,6388.22,6394.45,6365.37,13280000000
01/07/2019,6379.69,6381.18,6395.63,6369.19,13230000000
28/06/2019,6358.63,6367.02,6377.35,6351.51,10950000000
27/06/2019,6352.71,6324.69,6357.93,6320.09,10270000000
26/06/2019,6310.49,6323.81,6334.18,6303.35,12100000000
25/06/2019,6320.44,6312.1,6327.98,6308,10730000000
24/06/2019,6288.46,6307.93,6320.54,6280.22,11750000000
21/06/2019,6315.44,6343.48,6352.53,6269.69,11520000000
20/06/2019,6335.7,6346.01,6357.46,6311.25,9640000000
19/06/2019,6339.26,6289.45,6339.26,6289.45,10780000000
18/06/2019,6257.33,6195.13,6257.33,6195.13,9730000000
17/06/2019,6190.52,6259.54,6263.5,6190.52,9750000000
14/06/2019,6250.27,6278.03,6294.65,6234.99,8880000000
13/06/2019,6273.08,6282.61,6284.46,6250.12,9860000000
12/06/2019,6276.18,6270.35,6296.82,6257.44,9310000000
11/06/2019,6305.99,6286.8,6310,6255.26,8910000000
10/06/2019,6289.61,6277.29,6334.65,6276.28,9770000000
31/05/2019,6209.12,6110.52,6209.12,6110.48,9790000000
29/05/2019,6104.11,6059.53,6112.43,6054.57,8150000000
28/05/2019,6033.14,6101.84,6118.91,6033.14,11090000000
27/05/2019,6098.97,6056.41,6114.53,6054.77,8160000000
24/05/2019,6057.35,6042.58,6080.19,6037.08,9780000000
23/05/2019,6032.7,5944.03,6044.57,5942.17,8250000000
22/05/2019,5939.64,5948.38,5966.8,5918.9,7600000000
21/05/2019,5951.37,5925.42,5996.54,5925.42,9160000000
20/05/2019,5907.12,5822.47,5930.15,5767.4,9130000000
17/05/2019,5826.87,5930.27,5936.97,5826.87,9130000000
16/05/2019,5895.74,5969.86,6009.63,5889.56,9350000000
15/05/2019,5980.88,6091.64,6107.44,5980.88,9300000000
14/05/2019,6071.2,6081.4,6101.09,6033.62,10580000000
13/05/2019,6135.4,6225.4,6238.26,6135.4,7530000000
10/05/2019,6209.12,6203.1,6232.66,6149.22,8590000000
09/05/2019,6198.8,6242.18,6259.63,6195.39,9500000000
08/05/2019,6270.2,6260.7,6270.88,6231.36,9490000000
07/05/2019,6297.32,6271.96,6310.94,6268.32,10300000000
06/05/2019,6256.35,6254.81,6263.09,6207.62,7900000000
03/05/2019,6319.46,6366.75,6367.62,6261.25,9590000000
02/05/2019,6374.42,6458.12,6465.77,6363.04,10840000000
30/04/2019,6455.35,6437.98,6457.82,6428.25,9760000000
29/04/2019,6425.9,6388.38,6428.34,6376.71,9050000000
